year,rank,title,artist,modified_title,modified_artist
1983,100,"""Fall in Love with Me""","Earth, Wind & Fire",Fall in Love with Me,"Earth, Wind"
1984,1,"""When Doves Cry""",Prince,When Doves Cry,Prince
1984,2,"""What's Love Got to Do with It""",Tina Turner,What's Love Got to Do with It,Tina Turner
1984,3,"""Say, Say, Say""",Paul McCartney and Michael Jackson,"Say, Say, Say",Paul McCartney
1984,4,"""Footloose""",Kenny Loggins,Footloose,Kenny Loggins
1984,5,"""Against All Odds (Take a Look at Me Now)""",Phil Collins,Against All Odds (Take a Look at Me Now),Phil Collins
1984,6,"""Jump""",Van Halen,Jump,Van Halen
1984,7,"""Hello""",Lionel Richie,Hello,Lionel Richie
1984,8,"""Owner of a Lonely Heart""",Yes,Owner of a Lonely Heart,Yes
1984,9,"""Ghostbusters""",Ray Parker Jr.,Ghostbusters,Ray Parker Jr.
1984,10,"""Karma Chameleon""",Culture Club,Karma Chameleon,Culture Club
1984,11,"""Missing You""",John Waite,Missing You,John Waite
1984,12,"""All Night Long (All Night)""",Lionel Richie,All Night Long (All Night),Lionel Richie
1984,13,"""Let's Hear It for the Boy""",Deniece Williams,Let's Hear It for the Boy,Deniece Williams
1984,14,"""Dancing in the Dark""",Bruce Springsteen,Dancing in the Dark,Bruce Springsteen
1984,15,"""Girls Just Want to Have Fun""",Cyndi Lauper,Girls Just Want to Have Fun,Cyndi Lauper
1984,16,"""The Reflex""",Duran Duran,The Reflex,Duran Duran
1984,17,"""Time After Time""",Cyndi Lauper,Time After Time,Cyndi Lauper
1984,18,"""Jump (For My Love)""",The Pointer Sisters,Jump (For My Love),The Pointer Sisters
1984,19,"""Talking in Your Sleep""",The Romantics,Talking in Your Sleep,The Romantics
1984,20,"""Self Control""",Laura Branigan,Self Control,Laura Branigan
1984,21,"""Let's Go Crazy""",Prince & the Revolution,Let's Go Crazy,Prince
1984,22,"""Say It Isn't So""",Daryl Hall & John Oates,Say It Isn't So,Daryl Hall
1984,23,"""Hold Me Now""",Thompson Twins,Hold Me Now,Thompson Twins
1984,24,"""Joanna""",Kool & the Gang,Joanna,Kool
1984,25,"""I Just Called to Say I Love You""",Stevie Wonder,I Just Called to Say I Love You,Stevie Wonder
1984,26,"""Somebody's Watching Me""",Rockwell,Somebody's Watching Me,Rockwell
1984,27,"""Break My Stride""",Matthew Wilder,Break My Stride,Matthew Wilder
1984,28,"""99 Luftballons""",Nena,99 Luftballons,Nena
1984,29,"""I Can Dream About You""",Dan Hartman,I Can Dream About You,Dan Hartman
1984,30,"""The Glamorous Life""",Sheila E.,The Glamorous Life,Sheila E.
1984,31,"""Oh Sherrie""",Steve Perry,Oh Sherrie,Steve Perry
1984,32,"""Stuck on You""",Lionel Richie,Stuck on You,Lionel Richie
1984,33,"""I Guess That's Why They Call It the Blues""",Elton John,I Guess That's Why They Call It the Blues,Elton John
1984,34,"""She Bop""",Cyndi Lauper,She Bop,Cyndi Lauper
1984,35,"""Borderline""",Madonna,Borderline,Madonna
1984,36,"""Sunglasses at Night""",Corey Hart,Sunglasses at Night,Corey Hart
1984,37,"""Eyes Without a Face""",Billy Idol,Eyes Without a Face,Billy Idol
1984,38,"""Here Comes the Rain Again""",Eurythmics,Here Comes the Rain Again,Eurythmics
1984,39,"""Uptown Girl""",Billy Joel,Uptown Girl,Billy Joel
1984,40,"""Sister Christian""",Night Ranger,Sister Christian,Night Ranger
1984,41,"""Drive""",The Cars,Drive,The Cars
1984,42,"""Twist of Fate""",Olivia Newton-John,Twist of Fate,Olivia Newton-John
1984,43,"""Union of the Snake""",Duran Duran,Union of the Snake,Duran Duran
1984,44,"""The Heart of Rock & Roll""",Huey Lewis and the News,The Heart of Rock & Roll,Huey Lewis
1984,45,"""Hard Habit to Break""",Chicago,Hard Habit to Break,Chicago
1984,46,"""The Warrior""",Scandal,The Warrior,Scandal
1984,47,"""If Ever You're in My Arms Again""",Peabo Bryson,If Ever You're in My Arms Again,Peabo Bryson
1984,48,"""Automatic""",The Pointer Sisters,Automatic,The Pointer Sisters
1984,49,"""Let the Music Play""",Shannon,Let the Music Play,Shannon
1984,50,"""To All the Girls I've Loved Before""",Julio Iglesias and Willie Nelson,To All the Girls I've Loved Before,Julio Iglesias
1984,51,"""Caribbean Queen (No More Love on the Run)""",Billy Ocean,Caribbean Queen (No More Love on the Run),Billy Ocean
1984,52,"""That's All""",Genesis,That's All,Genesis
1984,53,"""Running with the Night""",Lionel Richie,Running with the Night,Lionel Richie
1984,54,"""Sad Songs (Say So Much)""",Elton John,Sad Songs (Say So Much),Elton John
1984,55,"""I Want a New Drug""",Huey Lewis and the News,I Want a New Drug,Huey Lewis
1984,56,"""Islands in the Stream""",Kenny Rogers and Dolly Parton,Islands in the Stream,Kenny Rogers
1984,57,"""Love Is a Battlefield""",Pat Benatar,Love Is a Battlefield,Pat Benatar
1984,58,"""Infatuation""",Rod Stewart,Infatuation,Rod Stewart
1984,59,"""Almost Paradise""",Mike Reno and Ann Wilson,Almost Paradise,Mike Reno
1984,60,"""Legs""",ZZ Top,Legs,ZZ Top
1984,61,"""State of Shock""",The Jacksons,State of Shock,The Jacksons
1984,62,"""Love Somebody""",Rick Springfield,Love Somebody,Rick Springfield
1984,63,"""Miss Me Blind""",Culture Club,Miss Me Blind,Culture Club
1984,64,"""If This Is It""",Huey Lewis and the News,If This Is It,Huey Lewis
1984,65,"""You Might Think""",The Cars,You Might Think,The Cars
1984,66,"""Lucky Star""",Madonna,Lucky Star,Madonna
1984,67,"""Cover Me""",Bruce Springsteen,Cover Me,Bruce Springsteen
1984,68,"""Cum on Feel the Noize""",Quiet Riot,Cum on Feel the Noize,Quiet Riot
1984,69,"""Breakdance""",Irene Cara,Breakdance,Irene Cara
1984,70,"""Adult Education""",Daryl Hall & John Oates,Adult Education,Daryl Hall
1984,71,"""They Don't Know""",Tracey Ullman,They Don't Know,Tracey Ullman
1984,72,"""An Innocent Man""",Billy Joel,An Innocent Man,Billy Joel
1984,73,"""Cruel Summer""",Bananarama,Cruel Summer,Bananarama
1984,74,"""Dance Hall Days""",Wang Chung,Dance Hall Days,Wang Chung
1984,75,"""Give It Up""",KC and the Sunshine Band,Give It Up,KC
1984,76,"""I'm So Excited""",The Pointer Sisters,I'm So Excited,The Pointer Sisters
1984,77,"""I Still Can't Get Over Loving You""",Ray Parker Jr.,I Still Can't Get Over Loving You,Ray Parker Jr.
1984,78,"""Thriller""",Michael Jackson,Thriller,Michael Jackson
1984,79,"""Holiday""",Madonna,Holiday,Madonna
1984,80,"""Breakin'... There's No Stopping Us""",Ollie & Jerry,Breakin'... There's No Stopping Us,Ollie
1984,81,"""Nobody Told Me""",John Lennon,Nobody Told Me,John Lennon
1984,82,"""Church of the Poison Mind""",Culture Club,Church of the Poison Mind,Culture Club
1984,83,"""Think of Laura""",Christopher Cross,Think of Laura,Christopher Cross
1984,84,"""Time Will Reveal""",DeBarge,Time Will Reveal,DeBarge
1984,85,"""Wrapped Around Your Finger""",The Police,Wrapped Around Your Finger,The Police
1984,86,"""Pink Houses""",John Cougar Mellencamp,Pink Houses,John Cougar Mellencamp
1984,87,"""Round and Round""",Ratt,Round and Round,Ratt
1984,88,"""Head over Heels""",The Go-Go's,Head over Heels,The Go-Go's
1984,89,"""The Longest Time""",Billy Joel,The Longest Time,Billy Joel
1984,90,"""Tonight""",Kool & the Gang,Tonight,Kool
1984,91,"""Got a Hold on Me""",Christine McVie,Got a Hold on Me,Christine McVie
1984,92,"""Dancing in the Sheets""",Shalamar,Dancing in the Sheets,Shalamar
1984,93,"""Undercover of the Night""",The Rolling Stones,Undercover of the Night,The Rolling Stones
1984,94,"""On the Dark Side""",John Cafferty and the Beaver Brown Band,On the Dark Side,John Cafferty
1984,95,"""New Moon on Monday""",Duran Duran,New Moon on Monday,Duran Duran
1984,96,"""Major Tom (Coming Home)""",Peter Schilling,Major Tom (Coming Home),Peter Schilling
1984,97,"""Magic""",The Cars,Magic,The Cars
1984,98,"""When You Close Your Eyes""",Night Ranger,When You Close Your Eyes,Night Ranger
1984,99,"""Rock Me Tonite""",Billy Squier,Rock Me Tonite,Billy Squier
1984,100,"""Yah Mo B There""",James Ingram and Michael McDonald,Yah Mo B There,James Ingram
1985,1,"""Careless Whisper""",Wham!,Careless Whisper,Wham!
1985,2,"""Like a Virgin""",Madonna,Like a Virgin,Madonna
1985,3,"""Wake Me Up Before You Go-Go""",Wham!,Wake Me Up Before You Go-Go,Wham!
1985,4,"""I Want to Know What Love Is""",Foreigner,I Want to Know What Love Is,Foreigner
1985,5,"""I Feel for You""",Chaka Khan,I Feel for You,Chaka Khan
1985,6,"""Out of Touch""",Daryl Hall & John Oates,Out of Touch,Daryl Hall
1985,7,"""Everybody Wants to Rule the World""",Tears for Fears,Everybody Wants to Rule the World,Tears for Fears
1985,8,"""Money for Nothing""",Dire Straits,Money for Nothing,Dire Straits
1985,9,"""Crazy for You""",Madonna,Crazy for You,Madonna
1985,10,"""Take On Me""",a-ha,Take On Me,a-ha
1985,11,"""Everytime You Go Away""",Paul Young,Everytime You Go Away,Paul Young
1985,12,"""Easy Lover""",Philip Bailey and Phil Collins,Easy Lover,Philip Bailey
1985,13,"""Can't Fight This Feeling""",REO Speedwagon,Can't Fight This Feeling,REO Speedwagon
1985,14,"""We Built This City""",Starship,We Built This City,Starship
1985,15,"""The Power of Love""",Huey Lewis and the News,The Power of Love,Huey Lewis
1985,16,"""Don't You (Forget About Me)""",Simple Minds,Don't You (Forget About Me),Simple Minds
1985,17,"""Cherish""",Kool & the Gang,Cherish,Kool
1985,18,"""St. Elmo's Fire (Man in Motion)""",John Parr,St. Elmo's Fire (Man in Motion),John Parr
1985,19,"""The Heat Is On""",Glenn Frey,The Heat Is On,Glenn Frey
1985,20,"""We Are the World""",USA for Africa,We Are the World,USA for Africa
1985,21,"""Shout""",Tears for Fears,Shout,Tears for Fears
1985,22,"""Part-Time Lover""",Stevie Wonder,Part-Time Lover,Stevie Wonder
1985,23,"""Saving All My Love for You""",Whitney Houston,Saving All My Love for You,Whitney Houston
1985,24,"""Heaven""",Bryan Adams,Heaven,Bryan Adams
1985,25,"""Everything She Wants""",Wham!,Everything She Wants,Wham!
1985,26,"""Cool It Now""",New Edition,Cool It Now,New Edition
1985,27,"""Miami Vice Theme""",Jan Hammer,Miami Vice Theme,Jan Hammer
1985,28,"""Loverboy""",Billy Ocean,Loverboy,Billy Ocean
1985,29,"""Lovergirl""",Teena Marie,Lovergirl,Teena Marie
1985,30,"""You Belong to the City""",Glenn Frey,You Belong to the City,Glenn Frey
1985,31,"""Oh Sheila""",Ready for the World,Oh Sheila,Ready for the World
1985,32,"""Rhythm of the Night""",DeBarge,Rhythm of the Night,DeBarge
1985,33,"""One More Night""",Phil Collins,One More Night,Phil Collins
1985,34,"""Sea of Love""",The Honeydrippers,Sea of Love,The Honeydrippers
1985,35,"""A View to a Kill""",Duran Duran,A View to a Kill,Duran Duran
1985,36,"""The Wild Boys""",Duran Duran,The Wild Boys,Duran Duran
1985,37,"""You're the Inspiration""",Chicago,You're the Inspiration,Chicago
1985,38,"""Neutron Dance""",The Pointer Sisters,Neutron Dance,The Pointer Sisters
1985,39,"""We Belong""",Pat Benatar,We Belong,Pat Benatar
1985,40,"""Nightshift""",Commodores,Nightshift,Commodores
1985,41,"""Things Can Only Get Better""",Howard Jones,Things Can Only Get Better,Howard Jones
1985,42,"""All I Need""",Jack Wagner,All I Need,Jack Wagner
1985,43,"""Freeway of Love""",Aretha Franklin,Freeway of Love,Aretha Franklin
1985,44,"""Never Surrender""",Corey Hart,Never Surrender,Corey Hart
1985,45,"""Sussudio""",Phil Collins,Sussudio,Phil Collins
1985,46,"""Strut""",Sheena Easton,Strut,Sheena Easton
1985,47,"""You Give Good Love""",Whitney Houston,You Give Good Love,Whitney Houston
1985,48,"""The Search Is Over""",Survivor,The Search Is Over,Survivor
1985,49,"""Missing You""",Diana Ross,Missing You,Diana Ross
1985,50,"""Separate Lives""",Phil Collins and Marilyn Martin,Separate Lives,Phil Collins
1985,51,"""Raspberry Beret""",Prince & the Revolution,Raspberry Beret,Prince
1985,52,"""Suddenly""",Billy Ocean,Suddenly,Billy Ocean
1985,53,"""The Boys of Summer""",Don Henley,The Boys of Summer,Don Henley
1985,54,"""One Night in Bangkok""",Murray Head,One Night in Bangkok,Murray Head
1985,55,"""If You Love Somebody Set Them Free""",Sting,If You Love Somebody Set Them Free,Sting
1985,56,"""Obsession""",Animotion,Obsession,Animotion
1985,57,"""We Don't Need Another Hero (Thunderdome)""",Tina Turner,We Don't Need Another Hero (Thunderdome),Tina Turner
1985,58,"""Material Girl""",Madonna,Material Girl,Madonna
1985,59,"""Better Be Good to Me""",Tina Turner,Better Be Good to Me,Tina Turner
1985,60,"""Head over Heels""",Tears for Fears,Head over Heels,Tears for Fears
1985,61,"""Axel F""",Harold Faltermeyer,Axel F,Harold Faltermeyer
1985,62,"""Smooth Operator""",Sade,Smooth Operator,Sade
1985,63,"""In My House""",Mary Jane Girls,In My House,Mary Jane Girls
1985,64,"""Don't Lose My Number""",Phil Collins,Don't Lose My Number,Phil Collins
1985,65,"""All Through the Night""",Cyndi Lauper,All Through the Night,Cyndi Lauper
1985,66,"""Run to You""",Bryan Adams,Run to You,Bryan Adams
1985,67,"""Glory Days""",Bruce Springsteen,Glory Days,Bruce Springsteen
1985,68,"""Voices Carry""",'Til Tuesday,Voices Carry,'Til Tuesday
1985,69,"""Misled""",Kool & the Gang,Misled,Kool
1985,70,"""Would I Lie to You?""",Eurythmics,Would I Lie to You?,Eurythmics
1985,71,"""Be Near Me""",ABC,Be Near Me,ABC
1985,72,"""No More Lonely Nights""",Paul McCartney,No More Lonely Nights,Paul McCartney
1985,73,"""I Can't Hold Back""",Survivor,I Can't Hold Back,Survivor
1985,74,"""Summer of '69""",Bryan Adams,Summer of '69,Bryan Adams
1985,75,"""Walking on Sunshine""",Katrina and the Waves,Walking on Sunshine,Katrina
1985,76,"""Freedom""",Wham!,Freedom,Wham!
1985,77,"""Too Late for Goodbyes""",Julian Lennon,Too Late for Goodbyes,Julian Lennon
1985,78,"""Valotte""",Julian Lennon,Valotte,Julian Lennon
1985,79,"""Some Like It Hot""",The Power Station,Some Like It Hot,The Power Station
1985,80,"""Solid""",Ashford & Simpson,Solid,Ashford
1985,81,"""Angel""",Madonna,Angel,Madonna
1985,82,"""I'm on Fire""",Bruce Springsteen,I'm on Fire,Bruce Springsteen
1985,83,"""Method of Modern Love""",Daryl Hall & John Oates,Method of Modern Love,Daryl Hall
1985,84,"""Lay Your Hands on Me""",Thompson Twins,Lay Your Hands on Me,Thompson Twins
1985,85,"""Who's Holding Donna Now""",DeBarge,Who's Holding Donna Now,DeBarge
1985,86,"""Lonely Ol' Night""",John Cougar Mellencamp,Lonely Ol' Night,John Cougar Mellencamp
1985,87,"""What About Love""",Heart,What About Love,Heart
1985,88,"""California Girls""",David Lee Roth,California Girls,David Lee Roth
1985,89,"""Fresh""",Kool & the Gang,Fresh,Kool
1985,90,"""Do What You Do""",Jermaine Jackson,Do What You Do,Jermaine Jackson
1985,91,"""Jungle Love""",The Time,Jungle Love,The Time
1985,92,"""Born in the U.S.A.""",Bruce Springsteen,Born in the U.S.A.,Bruce Springsteen
1985,93,"""Private Dancer""",Tina Turner,Private Dancer,Tina Turner
1985,94,"""Who's Zoomin' Who?""",Aretha Franklin,Who's Zoomin' Who?,Aretha Franklin
1985,95,"""Fortress Around Your Heart""",Sting,Fortress Around Your Heart,Sting
1985,96,"""Penny Lover""",Lionel Richie,Penny Lover,Lionel Richie
1985,97,"""All She Wants to Do Is Dance""",Don Henley,All She Wants to Do Is Dance,Don Henley
1985,98,"""Dress You Up""",Madonna,Dress You Up,Madonna
1985,99,"""Sentimental Street""",Night Ranger,Sentimental Street,Night Ranger
1985,100,"""Sugar Walls""",Sheena Easton,Sugar Walls,Sheena Easton
1986,1,"""That's What Friends Are For""","Dionne and Friends (Dionne Warwick, Gladys Knight, Elton John and Stevie Wonder)",That's What Friends Are For,Dionne
1986,2,"""Say You, Say Me""",Lionel Richie,"Say You, Say Me",Lionel Richie
1986,3,"""I Miss You""",Klymaxx,I Miss You,Klymaxx
1986,4,"""On My Own""",Patti LaBelle and Michael McDonald,On My Own,Patti LaBelle
1986,5,"""Broken Wings""",Mr. Mister,Broken Wings,Mr. Mister
1986,6,"""How Will I Know""",Whitney Houston,How Will I Know,Whitney Houston
1986,7,"""Party All the Time""",Eddie Murphy,Party All the Time,Eddie Murphy
1986,8,"""Burning Heart""",Survivor,Burning Heart,Survivor
1986,9,"""Kyrie""",Mr. Mister,Kyrie,Mr. Mister
1986,10,"""Addicted to Love""",Robert Palmer,Addicted to Love,Robert Palmer
1986,11,"""The Greatest Love of All""",Whitney Houston,The Greatest Love of All,Whitney Houston
1986,12,"""Secret Lovers""",Atlantic Starr,Secret Lovers,Atlantic Starr
1986,13,"""Friends and Lovers""",Gloria Loring and Carl Anderson,Friends and Lovers,Gloria Loring
1986,14,"""Glory of Love""",Peter Cetera,Glory of Love,Peter Cetera
1986,15,"""West End Girls""",Pet Shop Boys,West End Girls,Pet Shop Boys
1986,16,"""There'll Be Sad Songs (To Make You Cry)""",Billy Ocean,There'll Be Sad Songs (To Make You Cry),Billy Ocean
1986,17,"""Alive and Kicking""",Simple Minds,Alive and Kicking,Simple Minds
1986,18,"""Never""",Heart,Never,Heart
1986,19,"""Kiss""",Prince and The Revolution,Kiss,Prince
1986,20,"""Higher Love""",Steve Winwood,Higher Love,Steve Winwood
1986,21,"""Stuck with You""",Huey Lewis and the News,Stuck with You,Huey Lewis
1986,22,"""Holding Back the Years""",Simply Red,Holding Back the Years,Simply Red
1986,23,"""Sledgehammer""",Peter Gabriel,Sledgehammer,Peter Gabriel
1986,24,"""Sara""",Starship,Sara,Starship
1986,25,"""Human""",The Human League,Human,The Human League
1986,26,"""I Can't Wait""",Nu Shooz,I Can't Wait,Nu Shooz
1986,27,"""Take My Breath Away""",Berlin,Take My Breath Away,Berlin
1986,28,"""Rock Me Amadeus""",Falco,Rock Me Amadeus,Falco
1986,29,"""Papa Don't Preach""",Madonna,Papa Don't Preach,Madonna
1986,30,"""You Give Love a Bad Name""",Bon Jovi,You Give Love a Bad Name,Bon Jovi
1986,31,"""When the Going Gets Tough, the Tough Get Going""",Billy Ocean,"When the Going Gets Tough, the Tough Get Going",Billy Ocean
1986,32,"""When I Think of You""",Janet Jackson,When I Think of You,Janet Jackson
1986,33,"""These Dreams""",Heart,These Dreams,Heart
1986,34,"""Don't Forget Me (When I'm Gone)""",Glass Tiger,Don't Forget Me (When I'm Gone),Glass Tiger
1986,35,"""Live to Tell""",Madonna,Live to Tell,Madonna
1986,36,"""Mad About You""",Belinda Carlisle,Mad About You,Belinda Carlisle
1986,37,"""Something About You""",Level 42,Something About You,Level 42
1986,38,"""Venus""",Bananarama,Venus,Bananarama
1986,39,"""Dancing on the Ceiling""",Lionel Richie,Dancing on the Ceiling,Lionel Richie
1986,40,"""Conga""",Miami Sound Machine,Conga,Miami Sound Machine
1986,41,"""True Colors""",Cyndi Lauper,True Colors,Cyndi Lauper
1986,42,"""Danger Zone""",Kenny Loggins,Danger Zone,Kenny Loggins
1986,43,"""What Have You Done For Me Lately""",Janet Jackson,What Have You Done For Me Lately,Janet Jackson
1986,44,"""No One Is to Blame""",Howard Jones,No One Is to Blame,Howard Jones
1986,45,"""Let's Go All the Way""",Sly Fox,Let's Go All the Way,Sly Fox
1986,46,"""I Didn't Mean to Turn You On""",Robert Palmer,I Didn't Mean to Turn You On,Robert Palmer
1986,47,"""Words Get in the Way""",Miami Sound Machine,Words Get in the Way,Miami Sound Machine
1986,48,"""Manic Monday""",The Bangles,Manic Monday,The Bangles
1986,49,"""Walk of Life""",Dire Straits,Walk of Life,Dire Straits
1986,50,"""Amanda""",Boston,Amanda,Boston
1986,51,"""Two of Hearts""",Stacey Q,Two of Hearts,Stacey Q
1986,52,"""Crush on You""",The Jets,Crush on You,The Jets
1986,53,"""If You Leave""",Orchestral Manoeuvres in the Dark,If You Leave,Orchestral Manoeuvres in the Dark
1986,54,"""Invisible Touch""",Genesis,Invisible Touch,Genesis
1986,55,"""The Sweetest Taboo""",Sade,The Sweetest Taboo,Sade
1986,56,"""What You Need""",INXS,What You Need,INXS
1986,57,"""Talk to Me""",Stevie Nicks,Talk to Me,Stevie Nicks
1986,58,"""Nasty""",Janet Jackson,Nasty,Janet Jackson
1986,59,"""Take Me Home Tonight""",Eddie Money,Take Me Home Tonight,Eddie Money
1986,60,"""We Don't Have to Take Our Clothes Off""",Jermaine Stewart,We Don't Have to Take Our Clothes Off,Jermaine Stewart
1986,61,"""All Cried Out""",Lisa Lisa and Cult Jam,All Cried Out,Lisa Lisa
1986,62,"""Your Love""",The Outfield,Your Love,The Outfield
1986,63,"""I'm Your Man""",Wham!,I'm Your Man,Wham!
1986,64,"""Perfect Way""",Scritti Politti,Perfect Way,Scritti Politti
1986,65,"""Living in America""",James Brown,Living in America,James Brown
1986,66,"""R.O.C.K. in the U.S.A.""",John Cougar Mellencamp,R.O.C.K. in the U.S.A.,John Cougar Mellencamp
1986,67,"""Who's Johnny""",El DeBarge,Who's Johnny,El DeBarge
1986,68,"""Word Up!""",Cameo,Word Up!,Cameo
1986,69,"""Why Can't This Be Love""",Van Halen,Why Can't This Be Love,Van Halen
1986,70,"""Silent Running (On Dangerous Ground)""",Mike + The Mechanics,Silent Running (On Dangerous Ground),Mike + The Mechanics
1986,71,"""Typical Male""",Tina Turner,Typical Male,Tina Turner
1986,72,"""Small Town""",John Cougar Mellencamp,Small Town,John Cougar Mellencamp
1986,73,"""Tarzan Boy""",Baltimora,Tarzan Boy,Baltimora
1986,74,"""All I Need Is a Miracle""",Mike + The Mechanics,All I Need Is a Miracle,Mike + The Mechanics
1986,75,"""Sweet Freedom""",Michael McDonald,Sweet Freedom,Michael McDonald
1986,76,"""True Blue""",Madonna,True Blue,Madonna
1986,77,"""Rumors""",Timex Social Club,Rumors,Timex Social Club
1986,78,"""Life in a Northern Town""",Dream Academy,Life in a Northern Town,Dream Academy
1986,79,"""Bad Boy""",Miami Sound Machine,Bad Boy,Miami Sound Machine
